Date,nifty,ftse,nasdaq,nikkei,dax,s&p
3/25/2014,6589.75,6604.89,4234.27,14423.19,9338.4,1865.62
3/26/2014,6601.4,6605.3,4173.58,14477.16,9448.58,1852.56
3/27/2014,6641.75,6588.32,4151.23,14622.89,9451.21,1849.04
3/28/2014,6695.9,6615.58,4155.76,14696.03,9587.19,1857.62
3/31/2014,6704.2,6598.37,4198.99,14827.83,9555.91,1872.34
4/1/2014,6721.05,6652.61,4268.04,14791.99,9603.71,1885.52
4/2/2014,6752.55,6659.04,4276.46,14946.32,9623.36,1890.9
4/3/2014,6736.1,6649.14,4237.74,15071.88,9628.82,1888.77
4/4/2014,6694.35,6695.55,4127.73,15063.77,9695.77,1865.09
4/7/2014,6695.05,6622.84,4079.75,14808.85,9510.85,1845.04
4/9/2014,6796.2,6635.61,4183.9,14299.69,9506.35,1872.18
4/10/2014,6796.4,6641.97,4054.11,14300.12,9454.54,1833.08
4/11/2014,6776.3,6561.7,3999.73,13960.05,9315.29,1815.69
4/15/2014,6733.1,6541.61,4034.16,13996.81,9173.71,1842.98
4/16/2014,6675.3,6584.17,4086.22,14417.68,9317.82,1862.31
4/17/2014,6779.4,6625.25,4095.52,14417.53,9409.71,1864.85
4/21/2014,6817.65,6625.25,4121.55,14512.38,9409.71,1871.89
4/22/2014,6815.35,6681.76,4161.46,14388.77,9600.09,1879.55
4/23/2014,6840.8,6674.74,4126.97,14546.27,9544.19,1875.39
4/25/2014,6782.75,6685.69,4075.56,14429.26,9401.55,1863.4
4/28/2014,6761.25,6700.16,4074.4,14288.23,9446.36,1869.43
4/29/2014,6715.25,6769.91,4103.54,14288.23,9584.12,1878.33
4/30/2014,6696.4,6780.03,4114.56,14304.11,9603.23,1883.95
5/2/2014,6694.8,6822.42,4123.9,14457.51,9556.02,1881.14
5/5/2014,6699.35,6822.42,4138.06,14457.51,9529.5,1884.66
5/6/2014,6715.3,6798.56,4080.76,14457.51,9467.53,1867.72
5/7/2014,6652.55,6796.44,4067.67,14033.45,9521.3,1878.21
5/8/2014,6659.85,6839.25,4051.5,14163.78,9607.4,1875.63
5/9/2014,6858.8,6814.57,4071.87,14199.59,9581.45,1878.48
5/12/2014,7014.25,6851.75,4143.86,14149.52,9702.46,1896.65
5/13/2014,7108.75,6873.08,4130.16,14425.44,9754.43,1897.45
5/14/2014,7108.75,6878.49,4100.63,14405.76,9754.39,1888.53
5/15/2014,7123.15,6840.89,4069.29,14298.21,9656.05,1870.85
5/16/2014,7203,6855.81,4090.59,14096.59,9629.1,1877.86
5/19/2014,7263.55,6844.55,4125.81,14006.44,9659.39,1885.08
5/20/2014,7275.5,6802,4096.89,14075.25,9639.08,1872.83
5/21/2014,7252.9,6821.04,4131.54,14042.17,9697.87,1888.03
5/22/2014,7276.4,6820.56,4154.34,14337.79,9720.91,1892.49
5/23/2014,7367.1,6815.75,4185.81,14462.17,9768.01,1900.53
5/26/2014,7359.05,6815.75,4185.81,14602.52,9892.82,1900.53
5/27/2014,7318,6844.94,4237.07,14636.52,9940.82,1911.91
5/28/2014,7329.65,6851.22,4225.07,14670.95,9939.17,1909.78
5/29/2014,7235.65,6871.29,4247.95,14681.72,9938.9,1920.03
5/30/2014,7229.95,6844.51,4242.62,14632.38,9943.27,1923.57
6/2/2014,7362.5,6864.1,4237.2,14935.92,9950.12,1924.97
6/3/2014,7415.85,6836.3,4234.08,15034.25,9919.74,1924.24
6/4/2014,7402.25,6818.63,4251.64,15067.96,9926.67,1927.88
6/5/2014,7474.1,6813.49,4296.23,15079.37,9947.83,1940.46
6/6/2014,7583.4,6858.21,4321.4,15077.24,9987.19,1949.44
6/9/2014,7654.6,6875,4336.24,15124,10008.63,1951.27
6/10/2014,7656.4,6873.55,4338,14994.8,10028.8,1950.79
6/11/2014,7626.85,6838.87,4331.93,15069.48,9949.81,1943.89
6/12/2014,7649.9,6843.11,4297.63,14973.53,9938.7,1930.11
6/13/2014,7542.1,6777.85,4310.65,15097.84,9912.87,1936.16
6/16/2014,7533.55,6754.64,4321.1,14933.29,9883.98,1937.78
6/17/2014,7631.7,6766.77,4337.23,14975.97,9920.32,1941.99
6/18/2014,7558.2,6778.56,4362.84,15115.8,9930.33,1956.98
6/19/2014,7540.7,6808.11,4359.33,15361.16,10004,1959.48
6/20/2014,7511.45,6825.2,4368.04,15349.42,9987.24,1962.87
6/23/2014,7493.35,6800.56,4368.68,15369.28,9920.92,1962.61
6/24/2014,7580.2,6787.07,4350.35,15376.24,9938.08,1949.98
6/25/2014,7569.25,6733.62,4379.76,15266.61,9867.75,1959.53
6/26/2014,7493.2,6735.12,4379.05,15308.49,9804.9,1957.22
6/27/2014,7508.8,6757.77,4397.93,15095,9815.17,1960.96
6/30/2014,7611.35,6743.94,4408.18,15162.1,9833.07,1960.23
7/1/2014,7634.7,6802.92,4458.65,15326.2,9902.41,1973.32
7/2/2014,7725.15,6816.37,4457.73,15369.97,9911.27,1974.62
7/3/2014,7714.8,6865.21,4485.93,15348.29,10029.43,1985.44
7/4/2014,7751.6,6866.05,4485.93,15437.13,10009.08,1985.44
7/7/2014,7787.15,6823.51,4451.53,15379.44,9906.07,1977.65
7/8/2014,7623.2,6738.45,4391.46,15314.41,9772.67,1963.71
7/9/2014,7585,6718.04,4419.03,15302.65,9808.2,1972.83
7/10/2014,7567.75,6672.37,4396.2,15216.47,9659.13,1964.68
7/11/2014,7459.6,6690.17,4415.49,15164.04,9666.34,1967.57
7/14/2014,7454.15,6746.14,4440.42,15296.82,9783.01,1977.1
7/15/2014,7526.65,6710.45,4416.39,15395.16,9719.41,1973.28
7/16/2014,7624.4,6784.67,4425.97,15379.3,9859.27,1981.57
7/17/2014,7640.45,6738.32,4363.45,15370.26,9753.88,1958.12
7/18/2014,7663.9,6749.45,4432.15,15215.71,9720.02,1978.22
7/21/2014,7684.2,6728.44,4424.7,15215.71,9612.05,1973.63
7/22/2014,7767.85,6795.34,4456.02,15343.28,9734.33,1983.53
7/23/2014,7795.75,6798.15,4473.7,15328.56,9753.56,1987.01
7/24/2014,7830.6,6821.46,4472.11,15284.42,9794.06,1987.98
7/25/2014,7790.45,6791.55,4449.56,15457.87,9644.01,1978.34
7/28/2014,7748.7,6788.07,4444.91,15529.4,9598.17,1978.91
7/30/2014,7791.4,6773.44,4462.9,15646.23,9593.68,1970.07
7/31/2014,7721.3,6730.11,4369.77,15620.77,9407.48,1930.67
8/1/2014,7602.6,6679.18,4352.64,15523.11,9210.08,1925.15
8/4/2014,7683.65,6677.52,4383.89,15474.5,9154.14,1938.99
8/5/2014,7746.55,6682.48,4352.84,15320.31,9189.74,1920.21
8/6/2014,7672.05,6636.16,4355.05,15159.79,9130.04,1920.24
8/7/2014,7649.25,6597.37,4334.97,15232.37,9038.97,1909.57
8/8/2014,7568.55,6567.36,4370.9,14778.37,9009.32,1931.59
8/11/2014,7625.95,6632.82,4401.33,15130.52,9180.74,1936.92
8/12/2014,7727.05,6632.42,4389.25,15161.31,9069.47,1933.75
8/13/2014,7739.55,6656.68,4434.12,15213.63,9198.88,1946.72
8/14/2014,7791.7,6685.26,4453,15314.57,9225.1,1955.18
8/18/2014,7874.25,6741.25,4508.31,15322.6,9245.33,1971.74
8/19/2014,7897.5,6779.31,4527.51,15449.79,9334.28,1981.6
8/20/2014,7875.3,6755.48,4526.48,15454.45,9314.57,1986.51
8/21/2014,7891.1,6777.66,4532.1,15586.2,9401.53,1992.37
8/22/2014,7913.2,6775.25,4538.55,15539.19,9339.17,1988.4
8/25/2014,7906.3,6775.25,4557.35,15613.25,9510.14,1997.92
8/26/2014,7904.75,6822.76,4570.64,15521.22,9588.15,2000.02
8/27/2014,7936.05,6830.66,4569.62,15534.82,9569.71,2000.12
8/28/2014,7954.35,6805.8,4557.69,15459.86,9462.56,1996.74
9/1/2014,8027.7,6825.31,4580.27,15476.6,9479.03,2003.37
9/2/2014,8083.05,6829.17,4598.19,15668.6,9507.02,2002.28
9/3/2014,8114.6,6873.58,4572.56,15728.35,9626.49,2000.72
9/4/2014,8095.95,6877.97,4562.29,15676.18,9724.26,1997.65
9/5/2014,8086.85,6855.1,4582.9,15668.68,9747.02,2007.71
9/8/2014,8173.9,6834.77,4592.28,15705.11,9758.03,2001.54
9/9/2014,8152.95,6829,4552.28,15749.15,9710.7,1988.44
9/10/2014,8094.1,6830.11,4586.52,15788.78,9700.17,1995.69
9/11/2014,8085.7,6799.62,4591.81,15909.2,9691.28,1997.45
9/12/2014,8105.5,6806.96,4567.6,15948.29,9651.13,1985.54
9/15/2014,8042,6804.21,4518.9,15948.29,9659.63,1984.13
9/16/2014,7932.9,6792.24,4552.76,15911.53,9632.93,1998.98
9/17/2014,7975.5,6780.9,4562.19,15888.67,9661.5,2001.57
9/18/2014,8114.75,6819.29,4593.43,16067.57,9798.13,2011.36
9/19/2014,8121.45,6837.92,4579.79,16321.17,9799.26,2010.4
9/22/2014,8146.3,6773.63,4527.69,16205.9,9749.54,1994.29
9/23/2014,8017.55,6676.08,4508.69,16205.9,9595.03,1982.77
9/24/2014,8002.4,6706.27,4555.22,16167.45,9661.97,1998.3
9/25/2014,7911.85,6639.71,4466.75,16374.14,9510.01,1965.99
9/26/2014,7968.85,6649.39,4512.19,16229.86,9490.55,1982.85
9/29/2014,7958.9,6646.6,4505.85,16310.64,9422.91,1977.8
9/30/2014,7964.8,6622.72,4493.39,16173.52,9474.3,1972.29
10/1/2014,7945.55,6557.52,4422.09,16082.25,9382.03,1946.16
10/7/2014,7852.4,6495.58,4385.2,15783.83,9086.21,1935.1
10/8/2014,7842.7,6482.24,4468.59,15595.98,8995.33,1968.89
10/9/2014,7960.55,6431.85,4378.34,15478.93,9005.02,1928.21
10/10/2014,7859.95,6339.97,4276.24,15300.55,8788.81,1906.13
10/13/2014,7884.25,6366.24,4213.66,15300.55,8812.43,1874.74
10/14/2014,7864,6392.68,4227.17,14936.51,8825.21,1877.7
10/16/2014,7748.2,6195.91,4217.39,14738.38,8582.9,1862.76
10/17/2014,7779.7,6310.29,4258.44,14532.51,8850.27,1886.76
10/20/2014,7879.4,6267.07,4316.07,15111.23,8717.76,1904.01
10/21/2014,7927.75,6372.33,4419.48,14804.28,8886.96,1941.28
10/22/2014,7995.9,6399.73,4382.85,15195.77,8940.14,1927.11
10/23/2014,8014.55,6419.15,4452.79,15138.96,9047.31,1950.82
10/27/2014,7991.7,6363.46,4485.93,15388.72,8902.61,1961.63
10/28/2014,8027.6,6402.17,4564.29,15329.91,9068.19,1985.05
10/29/2014,8090.45,6453.87,4549.23,15553.91,9082.81,1982.3
10/30/2014,8169.2,6463.55,4566.14,15658.2,9114.84,1994.65
10/31/2014,8322.2,6546.47,4630.74,16413.76,9326.87,2018.05
11/3/2014,8324.15,6487.97,4638.91,16413.76,9251.7,2017.81
11/5/2014,8338.3,6539.14,4620.72,16937.32,9315.48,2023.57
11/7/2014,8337,6567.24,4632.53,16880.38,9291.83,2031.92
11/10/2014,8344.25,6611.25,4651.62,16780.53,9351.87,2038.26
11/11/2014,8362.65,6627.4,4660.56,17124.11,9369.03,2039.68
11/12/2014,8383.3,6611.04,4675.14,17197.05,9210.96,2038.25
11/13/2014,8357.85,6635.45,4680.14,17392.79,9248.51,2039.33
11/14/2014,8389.9,6654.37,4688.54,17490.83,9252.94,2039.82
11/17/2014,8430.75,6671.97,4671,16973.8,9306.35,2041.32
11/18/2014,8425.9,6709.13,4702.44,17344.06,9456.53,2051.8
11/19/2014,8382.3,6696.6,4675.71,17288.75,9472.8,2048.72
11/20/2014,8401.9,6678.9,4701.87,17300.86,9483.97,2052.75
11/21/2014,8477.35,6750.76,4712.97,17357.51,9732.55,2063.5
11/24/2014,8530.15,6729.79,4754.89,17357.51,9785.54,2069.41
11/25/2014,8463.1,6731.14,4758.25,17407.62,9861.21,2067.03
11/26/2014,8475.75,6729.17,4787.32,17383.58,9915.56,2072.83
11/27/2014,8494.2,6723.42,4787.32,17248.5,9974.87,2072.83
11/28/2014,8588.25,6722.62,4791.63,17459.85,9980.85,2067.56
12/1/2014,8555.9,6656.37,4727.35,17590.1,9963.51,2053.44
12/2/2014,8524.7,6742.1,4755.81,17663.22,9934.08,2066.55
12/3/2014,8537.65,6716.63,4774.47,17720.43,9971.79,2074.33
12/4/2014,8564.4,6679.37,4769.44,17887.21,9851.35,2071.92
12/5/2014,8538.3,6742.84,4780.76,17920.45,10087.12,2075.37
12/8/2014,8438.25,6672.15,4740.69,17935.64,10014.99,2060.31
12/9/2014,8340.7,6529.47,4766.47,17813.38,9793.71,2059.82
12/10/2014,8355.65,6500.04,4684.02,17412.58,9799.73,2026.14
12/11/2014,8292.9,6461.7,4708.16,17257.4,9862.53,2035.33
12/12/2014,8224.1,6300.63,4653.6,17371.58,9594.73,2002.33
12/15/2014,8219.6,6182.72,4605.16,17099.4,9334.01,1989.63
12/16/2014,8067.6,6331.83,4547.83,16755.32,9563.89,1972.74
12/17/2014,8029.8,6336.48,4644.31,16819.73,9544.43,2012.89
12/18/2014,8159.3,6466,4748.4,17210.05,9811.06,2061.23
12/19/2014,8225.2,6545.27,4765.38,17621.4,9786.96,2070.65
12/22/2014,8324,6576.74,4781.42,17635.14,9865.76,2078.54
12/23/2014,8267,6598.18,4765.42,17635.14,9922.11,2082.17
12/24/2014,8174.1,6609.93,4773.47,17854.23,9922.11,2081.88
12/26/2014,8200.7,6609.93,4806.86,17818.96,9922.11,2088.77
12/29/2014,8246.3,6633.51,4806.91,17729.84,9927.13,2090.57
12/30/2014,8248.25,6547,4777.44,17450.77,9805.55,2080.35
12/31/2014,8282.7,6566.09,4736.05,17450.77,9805.55,2058.9
1/1/2015,8284,6566.09,4736.05,17450.77,9805.55,2058.9
1/2/2015,8395.45,6547.8,4726.81,17450.77,9764.73,2058.2
1/5/2015,8378.4,6417.16,4652.57,17408.71,9473.16,2020.58
1/6/2015,8127.35,6366.51,4592.74,16883.19,9469.66,2002.61
1/7/2015,8102.1,6419.83,4650.47,16885.33,9518.18,2025.9
1/8/2015,8234.6,6569.96,4736.19,17167.1,9837.61,2062.14
1/9/2015,8284.5,6501.14,4704.07,17197.73,9648.5,2044.81
1/12/2015,8323,6501.42,4664.71,17197.73,9781.9,2028.26
1/13/2015,8299.4,6542.2,4661.5,17087.71,9941,2023.03
1/14/2015,8277.55,6388.46,4639.32,16795.96,9817.08,2011.27
1/15/2015,8494.15,6498.78,4570.82,17108.7,10032.61,1992.67
1/16/2015,8513.8,6550.27,4634.38,16864.16,10167.77,2019.42
1/19/2015,8550.7,6585.53,4634.38,17014.29,10242.35,2019.42
1/20/2015,8695.6,6620.1,4654.85,17366.3,10257.13,2022.55
1/21/2015,8729.5,6728.04,4667.42,17280.48,10299.23,2032.12
1/22/2015,8761.4,6796.63,4750.4,17329.02,10435.62,2063.15
1/23/2015,8835.6,6832.83,4757.88,17511.75,10649.58,2051.82
1/27/2015,8910.5,6811.61,4681.5,17768.3,10628.58,2029.55
1/28/2015,8914.3,6825.94,4637.99,17795.73,10710.97,2002.16
1/29/2015,8952.35,6810.6,4683.41,17606.22,10737.87,2021.25
1/30/2015,8808.9,6749.4,4635.24,17674.39,10694.32,1994.99
2/2/2015,8797.4,6782.55,4676.69,17558.04,10828.01,2020.85
2/3/2015,8756.55,6871.8,4727.74,17335.85,10890.95,2050.03
2/4/2015,8723.7,6860.02,4716.7,17678.74,10911.32,2041.51
2/5/2015,8711.7,6865.93,4765.1,17504.62,10905.41,2062.52
2/6/2015,8661.05,6853.44,4744.4,17648.5,10846.39,2055.47
2/9/2015,8526.35,6837.15,4726.01,17711.93,10663.51,2046.74
2/10/2015,8565.55,6829.12,4787.65,17652.68,10753.83,2068.59
2/11/2015,8627.4,6818.17,4801.18,17652.68,10752.11,2068.53
2/12/2015,8711.55,6828.11,4857.61,17979.72,10919.65,2088.48
2/13/2015,8805.5,6873.52,4893.84,17913.36,10963.4,2096.99
2/16/2015,8809.35,6857.05,4893.84,18004.77,10923.23,2096.99
2/18/2015,8869.1,6898.08,4906.36,18199.17,10961,2099.68
2/19/2015,8895.3,6888.9,4924.7,18264.79,11001.94,2097.45
2/20/2015,8833.6,6915.2,4955.97,18332.3,11050.64,2110.3
2/23/2015,8754.95,6912.16,4960.97,18466.92,11130.92,2109.66
2/24/2015,8762.1,6949.63,4968.12,18603.48,11205.74,2115.48
2/25/2015,8767.25,6935.38,4967.14,18585.2,11210.27,2113.86
2/26/2015,8683.85,6949.73,4987.89,18785.79,11327.19,2110.74
2/27/2015,8844.6,6946.66,4963.53,18797.94,11401.66,2104.5
2/28/2015,8901.85,6946.66,4963.53,18797.94,11401.66,2104.5
3/2/2015,8956.75,6940.64,5008.1,18826.88,11410.36,2117.39
3/3/2015,8996.25,6889.13,4979.9,18815.16,11280.36,2107.78
3/4/2015,8922.65,6919.24,4967.14,18703.6,11390.38,2098.53
3/5/2015,8937.75,6961.14,4982.81,18751.84,11504.01,2101.04
3/9/2015,8756.75,6876.47,4942.44,18790.55,11582.11,2079.43
3/10/2015,8712.05,6702.84,4859.8,18665.11,11500.38,2044.16
3/11/2015,8699.95,6721.51,4849.94,18723.52,11805.99,2040.24
3/12/2015,8776,6761.07,4893.29,18991.11,11799.39,2065.95
3/13/2015,8647.75,6740.58,4871.76,19254.25,11901.61,2053.4
3/16/2015,8633.15,6804.08,4929.51,19246.06,12167.72,2081.19
3/17/2015,8723.3,6837.61,4937.44,19437,11980.85,2074.28
3/18/2015,8685.9,6945.2,4982.83,19544.48,11922.77,2099.5
3/19/2015,8634.65,6962.32,4992.38,19476.56,11899.4,2089.27
3/20/2015,8570.9,7022.51,5026.42,19560.22,12039.37,2108.1
3/23/2015,8550.9,7037.67,5010.97,19754.36,11895.84,2104.42
3/24/2015,8542.95,7019.68,4994.73,19713.45,12005.69,2091.5
3/25/2015,8530.8,6990.97,4876.52,19746.2,11865.32,2061.05
3/26/2015,8342.15,6895.33,4863.36,19471.12,11843.68,2056.15
3/27/2015,8341.4,6855.02,4891.22,19285.63,11868.33,2061.02
3/30/2015,8492.3,6891.43,4947.44,19411.4,12086.01,2086.24
3/31/2015,8491,6773.04,4900.88,19206.99,11966.17,2067.89
4/1/2015,8586.25,6809.5,4880.23,19034.84,12001.38,2059.69
4/6/2015,8659.9,6833.46,4917.32,19397.98,11967.39,2080.62
4/7/2015,8660.3,6961.77,4910.23,19640.54,12123.52,2076.33
4/8/2015,8714.4,6937.41,4950.82,19789.81,12035.86,2081.9
4/9/2015,8778.3,7015.36,4974.56,19937.72,12166.44,2091.18
4/10/2015,8780.35,7089.77,4995.98,19907.63,12374.73,2102.06
4/13/2015,8834,7064.3,4988.25,19905.46,12338.73,2092.43
4/15/2015,8750.2,7096.78,5011.02,19869.76,12231.34,2106.63
4/16/2015,8706.7,7060.45,5007.79,19885.77,11998.86,2104.99
4/17/2015,8606,6994.63,4931.81,19652.88,11688.7,2081.18
4/20/2015,8448.1,7052.13,4994.6,19634.49,11891.91,2100.4
4/21/2015,8377.75,7062.93,5014.1,19909.09,11939.58,2097.29
4/22/2015,8429.7,7028.24,5035.17,20133.9,11867.37,2107.96
4/23/2015,8398.3,7053.67,5056.06,20187.65,11723.58,2112.93
4/24/2015,8305.25,7070.7,5092.09,20020.04,11810.85,2117.69
4/27/2015,8213.8,7103.98,5060.25,19983.32,12039.16,2108.92
4/28/2015,8285.6,7030.53,5055.42,20058.95,11811.66,2114.76
4/29/2015,8239.75,6946.28,5023.64,20058.95,11432.72,2106.85
4/30/2015,8181.5,6960.63,4941.42,19520.01,11454.38,2085.51
5/4/2015,8331.95,6985.95,5016.93,19531.63,11619.85,2114.49
5/5/2015,8324.8,6927.58,4939.33,19531.63,11327.68,2089.46
5/6/2015,8097,6933.74,4919.64,19531.63,11350.15,2080.15
5/7/2015,8057.3,6886.95,4945.54,19291.99,11407.97,2088
5/8/2015,8191.5,7046.82,5003.55,19379.19,11709.73,2116.1
5/11/2015,8325.25,7029.85,4993.57,19620.91,11673.35,2105.33
5/12/2015,8126.95,6933.8,4976.19,19624.84,11472.41,2099.12
5/13/2015,8235.45,6949.63,4981.69,19764.72,11351.46,2098.48
5/14/2015,8224.2,6973.04,5050.8,19570.24,11559.82,2121.1
5/15/2015,8262.35,6960.49,5048.29,19732.92,11447.03,2122.73
5/18/2015,8373.65,6968.87,5078.44,19890.27,11594.28,2129.2
5/19/2015,8365.65,6995.1,5070.03,20026.38,11853.33,2127.83
5/20/2015,8423.25,7007.26,5071.74,20196.56,11848.47,2125.85
5/21/2015,8421,7013.47,5090.79,20202.87,11864.59,2130.82
5/22/2015,8458.95,7031.72,5089.36,20264.41,11815.01,2126.06
5/25/2015,8370.25,7031.72,5089.36,20413.77,11815.01,2126.06
5/26/2015,8339.35,6948.99,5032.75,20437.48,11625.13,2104.2
5/27/2015,8334.6,7033.33,5106.59,20472.58,11771.13,2123.48
5/28/2015,8319,7040.92,5097.98,20551.46,11677.57,2120.79
5/29/2015,8433.65,6984.43,5070.02,20563.15,11413.82,2107.39
6/1/2015,8433.4,6953.58,5082.93,20569.87,11436.05,2111.73
6/2/2015,8236.45,6928.27,5076.52,20543.19,11328.8,2109.6
6/3/2015,8135.1,6950.46,5099.23,20473.51,11419.62,2114.07
6/4/2015,8130.65,6859.24,5059.12,20488.19,11340.6,2095.84
6/5/2015,8114.7,6804.6,5068.46,20460.9,11197.15,2092.83
6/8/2015,8044.15,6790.04,5021.63,20457.19,11064.92,2079.28
6/9/2015,8022.4,6753.8,5013.86,20096.3,11001.29,2080.15
6/10/2015,8124.45,6830.27,5076.69,20046.36,11265.39,2105.2
6/11/2015,7965.35,6846.74,5082.51,20382.97,11332.78,2108.86
6/12/2015,7982.9,6784.92,5051.1,20407.08,11196.49,2094.11
6/15/2015,8013.9,6710.52,5029.97,20387.79,10984.97,2084.43
6/16/2015,8047.3,6710.1,5055.55,20257.94,11044.01,2096.29
6/17/2015,8091.55,6680.55,5064.88,20219.27,10978.01,2100.44
6/18/2015,8174.6,6707.88,5132.95,19990.82,11100.3,2121.24
6/19/2015,8224.95,6710.45,5117,20174.24,11040.1,2109.99
6/22/2015,8353.1,6825.67,5153.97,20428.19,11460.5,2122.85
6/23/2015,8381.55,6834.87,5160.1,20809.42,11542.54,2124.2
6/24/2015,8360.85,6844.8,5122.41,20868.03,11471.26,2108.58
6/25/2015,8398,6807.82,5112.19,20771.4,11473.13,2102.31
6/26/2015,8381.1,6753.7,5080.51,20706.15,11492.43,2101.49
6/29/2015,8318.4,6620.48,4958.47,20109.95,11083.2,2057.64
6/30/2015,8368.5,6520.98,4986.87,20235.73,10944.97,2063.11
7/1/2015,8453.05,6608.59,5013.12,20329.32,11180.5,2077.42
7/2/2015,8444.9,6630.47,5009.21,20522.5,11099.35,2076.78
7/3/2015,8484.9,6585.78,5009.21,20539.79,11058.39,2076.78
7/6/2015,8522.15,6535.68,4991.94,20112.12,10890.63,2068.76
7/7/2015,8510.8,6432.21,4997.46,20376.59,10676.78,2081.34
7/8/2015,8363.05,6490.7,4909.76,19737.64,10747.3,2046.68
7/9/2015,8328.55,6581.63,4922.4,19855.5,10996.41,2051.31
7/10/2015,8360.55,6673.38,4997.7,19779.83,11315.63,2076.62
7/13/2015,8459.65,6737.95,5071.51,20089.77,11484.38,2099.6
7/14/2015,8454.1,6753.75,5104.89,20385.33,11516.9,2108.95
7/15/2015,8523.8,6753.75,5098.94,20463.33,11539.66,2107.4
7/16/2015,8608.05,6796.45,5163.18,20600.12,11716.76,2124.29
7/17/2015,8609.85,6775.08,5210.14,20650.92,11673.42,2126.64
7/20/2015,8603.45,6788.69,5218.86,20650.92,11735.72,2128.28
7/21/2015,8529.45,6769.07,5208.12,20841.97,11604.8,2119.21
7/22/2015,8633.5,6667.34,5171.77,20593.67,11520.67,2114.15
7/23/2015,8589.8,6655.01,5146.41,20683.95,11512.11,2102.15
7/24/2015,8521.55,6579.81,5088.63,20544.53,11347.45,2079.65
7/27/2015,8361,6505.13,5039.78,20350.1,11056.4,2067.64
7/28/2015,8337,6555.28,5089.21,20328.89,11173.91,2093.25
7/29/2015,8375.05,6631,5111.73,20302.91,11211.85,2108.57
7/30/2015,8421.8,6668.87,5128.78,20522.83,11257.15,2108.63
7/31/2015,8532.85,6696.28,5128.28,20585.24,11308.99,2103.84
8/3/2015,8543.05,6688.62,5115.38,20548.11,11443.72,2098.04
8/4/2015,8516.9,6686.57,5105.55,20520.36,11456.07,2093.32
8/5/2015,8567.95,6752.41,5139.94,20614.06,11636.3,2099.84
8/6/2015,8588.65,6747.09,5056.44,20664.44,11585.1,2083.56
8/7/2015,8564.6,6718.49,5043.54,20724.56,11490.83,2077.57
8/10/2015,8525.6,6736.22,5101.8,20808.69,11604.78,2104.18
8/11/2015,8462.35,6664.54,5036.79,20720.75,11293.65,2084.07
8/12/2015,8349.45,6571.19,5044.39,20392.77,10924.61,2086.05
8/13/2015,8355.85,6568.33,5033.56,20595.55,11014.63,2083.39
8/14/2015,8518.55,6550.74,5048.23,20519.45,10985.14,2091.54
8/17/2015,8477.3,6550.3,5091.7,20620.26,10940.33,2102.44
8/18/2015,8466.55,6526.29,5059.35,20554.47,10915.92,2096.92
8/19/2015,8495.15,6403.45,5019.05,20222.63,10682.15,2079.61
8/20/2015,8372.75,6367.89,4877.49,20033.52,10432.19,2035.73
8/21/2015,8299.95,6187.65,4706.04,19435.83,10124.52,1970.89
8/24/2015,7809,5898.87,4526.25,18540.68,9648.43,1893.21
8/25/2015,7880.7,6081.34,4506.49,17806.7,10128.12,1867.61
8/26/2015,7791.85,5979.2,4697.54,18376.83,9997.43,1940.51
8/27/2015,7948.95,6192.03,4812.71,18574.44,10315.62,1987.66
8/28/2015,8001.95,6247.94,4828.32,19136.32,10298.53,1988.87
8/31/2015,7971.3,6247.94,4776.51,18890.48,10259.46,1972.18
9/1/2015,7785.85,6058.54,4636.1,18165.69,10015.57,1913.85
9/2/2015,7717,6083.31,4749.98,18095.4,10048.05,1948.86
9/3/2015,7823,6194.1,4733.5,18182.39,10317.84,1951.13
9/4/2015,7655.05,6042.92,4683.92,17792.16,10038.04,1921.22
9/7/2015,7558.8,6074.52,4683.92,17860.47,10108.61,1921.22
9/8/2015,7688.25,6146.1,4811.93,17427.08,10271.36,1969.41
9/9/2015,7818.6,6229.01,4756.53,18770.51,10303.12,1942.04
9/10/2015,7788.1,6155.81,4796.25,18299.62,10210.44,1952.29
9/11/2015,7789.3,6117.76,4822.34,18264.22,10123.56,1961.05
9/14/2015,7872.25,6084.59,4805.76,17965.7,10131.74,1953.03
9/15/2015,7829.1,6137.6,4860.52,18026.48,10188.13,1978.09
9/16/2015,7899.15,6229.21,4889.24,18171.6,10227.21,1995.31
9/18/2015,7981.9,6104.11,4827.23,18070.21,9916.16,1958.03
9/21/2015,7977.1,6108.71,4828.95,18070.21,9948.51,1966.97
9/22/2015,7812,5935.84,4756.72,18070.21,9570.66,1942.74
9/23/2015,7845.95,6032.24,4752.74,18070.21,9612.62,1938.76
9/24/2015,7868.5,5961.49,4734.48,17571.83,9427.64,1932.24
9/28/2015,7795.7,5958.86,4543.97,17645.11,9483.55,1881.77
9/29/2015,7843.3,5909.24,4517.32,16930.84,9450.4,1884.09
9/30/2015,7948.9,6061.61,4620.16,17388.15,9660.44,1920.03
10/1/2015,7950.9,6072.47,4627.08,17722.42,9509.25,1923.82
10/5/2015,8119.3,6298.92,4781.26,18005.49,9814.79,1987.05
10/6/2015,8152.9,6326.16,4748.36,18186.1,9902.83,1979.92
10/7/2015,8177.4,6336.35,4791.15,18322.98,9970.4,1995.83
10/8/2015,8129.35,6374.82,4810.79,18141.17,9993.07,2013.43
10/9/2015,8189.7,6416.16,4830.47,18438.67,10096.6,2014.89
